% Cloudiness,Latitude,Longitude,Date (Raw),% Humidity,Max. Temp. (K),Max. Temp. (F),City,Date (Polished),Country,Wind Speed (MPH),Wind Speed (M/s)
92.0,66.77,123.37,1554114861.0,83.0,270.497,1031.27,Zhigansk,2019-04-01 10:34:21,RU,17.22,3.15
40.0,47.92,106.92,1554111000.0,21.0,282.15,1066.36,Ulaanbaatar,2019-04-01 09:30:00,MN,8.88,5.0
12.0,56.76,48.47,1554114864.0,94.0,274.147,1062.85,Sovetskiy,2019-04-01 10:34:24,RU,4.03,3.25
0.0,27.02,75.0,1554114869.0,8.0,309.497,1015.07,Nawa,2019-04-01 10:34:29,IN,12.75,4.0
0.0,22.89,-109.91,1554114356.0,53.0,290.37,1022.07,Cabo San Lucas,2019-04-01 10:25:56,MX,2.91,3.1
64.0,-2.95,25.92,1554114874.0,71.0,301.447,1032.06,Kindu,2019-04-01 10:34:34,CD,11.18,1.22
0.0,-28.24,-48.67,1554112800.0,94.0,294.15,995.27,Imbituba,2019-04-01 10:00:00,BR,2.24,4.45
20.0,-23.87,35.38,1554109200.0,48.0,302.15,1049.27,Inhambane,2019-04-01 09:00:00,MZ,3.36,2.1
0.0,61.25,73.4,1554112800.0,48.0,277.15,1054.67,Surgut,2019-04-01 10:00:00,RU,5.75,6.0
0.0,8.02,-62.41,1554114881.0,70.0,298.197,991.12,Upata,2019-04-01 10:34:41,VE,2.73,3.92
0.0,25.02,37.27,1554114883.0,70.0,295.047,1001.02,Umm Lajj,2019-04-01 10:34:43,SA,2.28,5.05
0.0,-1.87,15.88,1554114884.0,77.0,305.597,1026.07,Gamboma,2019-04-01 10:34:44,CG,6.93,2.2
0.0,-9.17,-60.63,1554114886.0,85.0,299.797,1042.07,Aripuana,2019-04-01 10:34:46,BR,8.05,0.67
1.0,39.95,-94.76,1554114724.0,77.0,274.26,1023.06,Kodiak,2019-04-01 10:32:04,US,15.66,4.1
88.0,62.53,155.8,1554114785.0,85.0,266.247,1031.27,Omsukchan,2019-04-01 10:33:05,RU,6.93,2.17
0.0,45.76,106.27,1554114890.0,66.0,274.347,1029.07,Mandalgovi,2019-04-01 10:34:50,MN,12.75,2.27
36.0,14.92,78.02,1554114892.0,33.0,306.847,1018.08,Tadpatri,2019-04-01 10:34:52,IN,5.82,2.05
56.0,-8.35,113.61,1554114893.0,100.0,300.847,1035.07,Ambulu,2019-04-01 10:34:53,ID,23.04,2.2
20.0,8.13,77.3,1554112800.0,59.0,306.15,1046.2,Manavalakurichi,2019-04-01 10:00:00,IN,4.07,5.1
20.0,39.36,-9.38,1554114855.0,67.0,289.26,1072.57,Peniche,2019-04-01 10:34:15,PT,6.38,1.0
20.0,60.4,-1.35,1554112200.0,75.0,281.15,1033.07,Brae,2019-04-01 09:50:00,GB,3.36,10.8
20.0,33.93,134.5,1554114858.0,86.0,282.15,1049.27,Katsuura,2019-04-01 10:34:18,JP,2.24,7.7
12.0,10.57,72.64,1554114902.0,100.0,301.647,1047.47,Kavaratti,2019-04-01 10:35:02,IN,9.17,3.97
92.0,-21.04,-57.87,1554114904.0,87.0,299.697,1058.89,Fuerte Olimpo,2019-04-01 10:35:04,BR,2.51,1.8
76.0,4.14,96.13,1554114905.0,100.0,300.897,1037.07,Meulaboh,2019-04-01 10:35:05,ID,11.41,1.52
80.0,12.18,125.51,1554114907.0,88.0,299.597,1063.39,San Policarpo,2019-04-01 10:35:07,PH,2.57,5.27
92.0,40.13,63.45,1554114908.0,62.0,285.197,1019.07,Gazli,2019-04-01 10:35:08,UZ,16.11,5.8
40.0,71.03,27.85,1554112200.0,58.0,273.15,1023.06,Mehamn,2019-04-01 09:50:00,NO,1.79,5.7
92.0,50.68,156.12,1554114726.0,100.0,270.347,1049.27,Severo-Kurilsk,2019-04-01 10:32:06,RU,9.17,2.72
1.0,36.12,-97.06,1554114902.0,80.0,277.04,1054.67,Stillwater,2019-04-01 10:35:02,US,9.17,1.3
0.0,50.42,25.75,1554113437.0,36.0,282.59,1056.01,Dubno,2019-04-01 10:10:37,UA,3.24,5.0
20.0,60.72,-46.03,1554112200.0,36.0,262.15,1022.07,Qaqortoq,2019-04-01 09:50:00,GL,14.99,1.0
92.0,-46.28,169.85,1554114854.0,74.0,281.48,1066.99,Kaitangata,2019-04-01 10:34:14,NZ,6.53,6.26
0.0,43.58,7.11,1554114776.0,67.0,292.15,998.59,Antibes,2019-04-01 10:32:56,FR,4.41,1.5
76.0,4.94,-52.33,1554112800.0,94.0,295.15,1034.08,Cayenne,2019-04-01 10:00:00,GF,1.99,2.57
44.0,68.06,166.44,1554114921.0,78.0,259.847,1064.92,Bilibino,2019-04-01 10:35:21,RU,6.87,1.22
0.0,54.43,119.94,1554114923.0,70.0,265.347,1067.98,Tupik,2019-04-01 10:35:23,RU,10.4,1.02
90.0,31.46,-100.44,1554114712.0,52.0,279.26,1072.75,San Angelo,2019-04-01 10:31:52,US,5.86,3.1
0.0,24.76,-107.7,1554114915.0,90.0,288.15,1044.07,Navolato,2019-04-01 10:35:15,MX,14.99,3.6
20.0,59.7,30.79,1554114791.0,64.0,277.59,1061.86,Nikolskoye,2019-04-01 10:33:11,RU,5.41,7.0
90.0,29.36,-100.9,1554112680.0,61.0,282.15,1076.8,Del Rio,2019-04-01 09:58:00,US,3.36,3.1
0.0,60.61,15.63,1554114909.0,30.0,280.93,1046.07,Falun,2019-04-01 10:35:09,SE,6.93,5.7
90.0,49.2,-113.32,1554114860.0,96.0,274.82,1066.9,Cardston,2019-04-01 10:34:20,CA,2.39,2.6
75.0,50.12,-5.53,1554114903.0,93.0,284.26,993.55,Penzance,2019-04-01 10:35:03,GB,4.29,10.3
32.0,41.42,-6.55,1554114935.0,41.0,290.447,1017.07,Saldanha,2019-04-01 10:35:35,PT,3.02,1.82
0.0,14.2,24.66,1554114936.0,18.0,305.097,1026.07,Kutum,2019-04-01 10:35:36,SD,6.31,2.85
20.0,-41.87,-73.83,1554112800.0,93.0,283.15,1018.08,Ancud,2019-04-01 10:00:00,CL,5.82,1.5
40.0,4.91,-75.23,1554112800.0,100.0,292.15,1024.07,Rosarito,2019-04-01 10:00:00,CO,9.17,1.0
20.0,61.68,96.39,1554114941.0,86.0,271.997,1063.84,Baykit,2019-04-01 10:35:41,RU,8.16,5.2
20.0,33.08,-16.33,1554112800.0,59.0,291.15,1040.27,Camacha,2019-04-01 10:00:00,PT,6.71,4.1
32.0,-3.99,122.52,1554114944.0,96.0,297.497,1058.71,Kendari,2019-04-01 10:35:44,ID,2.84,1.12
0.0,50.67,13.08,1554114917.0,50.0,285.37,1055.02,Warmbad,2019-04-01 10:35:17,DE,3.02,5.1
32.0,-0.95,122.79,1554114682.0,93.0,299.997,1053.94,Luwuk,2019-04-01 10:31:22,ID,6.6,1.15
20.0,41.28,-70.1,1554114897.0,64.0,275.37,1043.87,Nantucket,2019-04-01 10:34:57,US,6.93,7.2
12.0,48.94,-125.55,1554114926.0,97.0,277.59,1054.67,Ucluelet,2019-04-01 10:35:26,CA,4.7,0.8
0.0,-32.49,137.76,1554114408.0,68.0,292.15,1026.07,Port Augusta,2019-04-01 10:26:48,AU,3.36,4.1
0.0,27.87,-0.29,1554112800.0,40.0,295.15,1016.87,Adrar,2019-04-01 10:00:00,DZ,13.87,4.1
92.0,-16.98,-65.13,1554114956.0,95.0,295.897,1052.08,Chimore,2019-04-01 10:35:56,BO,6.93,1.45
0.0,62.78,29.36,1554114726.0,64.0,277.04,1014.06,Sola,2019-04-01 10:32:06,FI,10.29,6.7
8.0,-16.78,-151.5,1554114960.0,99.0,301.997,993.82,Tevaitoa,2019-04-01 10:36:00,PF,17.22,2.92
0.0,53.94,139.92,1554114964.0,77.0,263.997,1063.03,Mnogovershinnyy,2019-04-01 10:36:04,RU,5.41,1.97
12.0,-41.16,146.17,1554114964.0,80.0,283.71,1038.37,Ulverstone,2019-04-01 10:36:04,AU,3.91,0.89
12.0,-14.25,129.55,1554114969.0,67.0,300.847,1064.92,Port Keats,2019-04-01 10:36:09,AU,11.97,3.07
36.0,-19.66,22.19,1554114970.0,45.0,302.547,1043.08,Nokaneng,2019-04-01 10:36:10,BW,8.01,4.65
32.0,-17.91,19.77,1554114972.0,31.0,305.197,1034.87,Rundu,2019-04-01 10:36:12,NA,15.66,2.62
0.0,48.64,13.53,1554114962.0,50.0,289.26,1056.19,Wanning,2019-04-01 10:36:02,AT,1.9,6.7
0.0,13.08,109.3,1554114955.0,83.0,299.147,1058.44,Tuy Hoa,2019-04-01 10:35:55,VN,2.24,2.42
0.0,6.37,5.65,1554114976.0,60.0,307.447,1064.74,Taboga,2019-04-01 10:36:16,NG,6.87,1.5
0.0,45.6,-0.6,1554114958.0,62.0,290.37,1051.07,Souillac,2019-04-01 10:35:58,FR,2.24,3.1
0.0,6.88,73.1,1554114979.0,100.0,301.947,1050.06,Dhidhdhoo,2019-04-01 10:36:19,MV,5.82,1.07
88.0,69.7,170.27,1554114981.0,80.0,261.197,1060.07,Pevek,2019-04-01 10:36:21,RU,3.36,1.92
1.0,43.97,-111.68,1554114956.0,80.0,274.26,1070.87,Saint Anthony,2019-04-01 10:35:56,US,4.7,1.35
1.0,30.04,-94.42,1554114933.0,93.0,279.26,1034.23,Nome,2019-04-01 10:35:33,US,2.06,2.82
1.0,42.49,-96.07,1554114963.0,83.0,274.82,1023.06,Moville,2019-04-01 10:36:03,US,9.17,2.6
75.0,38.13,140.3,1554114712.0,88.0,278.15,1008.94,Kaminoyama,2019-04-01 10:31:52,JP,7.65,4.1
0.0,-17.73,-39.27,1554114988.0,100.0,300.247,1028.07,Caravelas,2019-04-01 10:36:28,BR,10.29,3.65
0.0,50.41,80.25,1554112800.0,54.0,287.15,1019.07,Semey,2019-04-01 10:00:00,KZ,5.82,3.0
20.0,-9.87,-56.08,1554114991.0,94.0,297.397,1021.0,Alta Floresta,2019-04-01 10:36:31,BR,9.28,1.27
80.0,0.61,-80.02,1554114993.0,92.0,295.347,1056.47,Muisne,2019-04-01 10:36:33,EC,9.17,1.35
0.0,-33.69,-53.46,1554114994.0,99.0,294.747,1062.31,Chuy,2019-04-01 10:36:34,UY,3.91,2.95
1.0,40.42,-120.65,1554114948.0,75.0,276.15,1002.47,Susanville,2019-04-01 10:35:48,US,9.17,0.95
20.0,14.76,-90.99,1554112800.0,87.0,289.15,1018.08,Tecpan,2019-04-01 10:00:00,GT,6.93,3.1
1.0,21.32,-158.01,1554114903.0,82.0,295.15,1039.06,Ewa Beach,2019-04-01 10:35:03,US,6.93,2.1
75.0,36.66,137.31,1554114995.0,86.0,279.26,1028.07,Tateyama,2019-04-01 10:36:35,JP,8.05,1.5
40.0,63.44,-20.27,1554112800.0,59.0,274.15,1074.47,Vestmannaeyjar,2019-04-01 10:00:00,IS,10.29,6.2
0.0,42.77,-9.06,1554114905.0,51.0,293.71,1083.47,Muros,2019-04-01 10:35:05,ES,6.93,3.1
90.0,50.2,-66.38,1554114793.0,86.0,272.59,1074.82,Sept-Iles,2019-04-01 10:33:13,CA,3.51,4.6
44.0,69.44,-133.03,1554115006.0,80.0,261.347,1011.91,Tuktoyaktuk,2019-04-01 10:36:46,CA,5.37,7.7
76.0,-8.93,125.41,1554115007.0,92.0,294.497,1060.6,Airai,2019-04-01 10:36:47,TL,10.11,0.45
75.0,54.63,-8.45,1554114723.0,87.0,281.15,1060.07,Killybegs,2019-04-01 10:32:03,IE,10.29,3.1
8.0,19.67,97.21,1554115010.0,36.0,299.797,1054.08,Loikaw,2019-04-01 10:36:50,MM,1.39,2.42
80.0,66.0,57.56,1554115012.0,90.0,272.447,1082.02,Usinsk,2019-04-01 10:36:52,RU,5.26,4.27
24.0,27.97,-114.04,1554115013.0,49.0,286.097,1012.06,Guerrero Negro,2019-04-01 10:36:53,MX,7.87,1.75
0.0,25.21,64.64,1554115015.0,63.0,300.847,1011.47,Ormara,2019-04-01 10:36:55,PK,26.84,5.35
44.0,38.48,106.21,1554114974.0,1.0,288.71,1034.87,Yinchuan,2019-04-01 10:36:14,CN,20.8,3.58
0.0,50.28,31.76,1554112800.0,34.0,284.15,1003.09,Yahotyn,2019-04-01 10:00:00,UA,4.03,7.0
64.0,-7.37,108.54,1554115020.0,97.0,295.997,1075.45,Banjar,2019-04-01 10:37:00,ID,4.74,0.85
92.0,-7.95,110.28,1554115021.0,96.0,297.247,991.67,Bambanglipuro,2019-04-01 10:37:01,ID,11.41,1.0
8.0,-15.19,12.15,1554115023.0,95.0,300.747,1051.07,Namibe,2019-04-01 10:37:03,AO,6.93,3.07
75.0,-23.68,-45.44,1554112800.0,94.0,293.15,993.47,Porto Novo,2019-04-01 10:00:00,BR,25.28,1.0
20.0,39.45,22.34,1554114813.0,45.0,292.59,1016.23,Saint George,2019-04-01 10:33:33,GR,5.86,2.6
75.0,-9.24,-35.49,1554112800.0,88.0,298.15,1007.87,Passo de Camaragibe,2019-04-01 10:00:00,BR,5.82,1.5
20.0,9.54,99.94,1554114600.0,66.0,304.15,1058.08,Ko Samui,2019-04-01 10:30:00,TH,4.81,2.1
0.0,27.34,117.49,1554115030.0,87.0,283.797,1047.19,Shaowu,2019-04-01 10:37:10,CN,1.79,0.92
1.0,35.31,-78.61,1554115022.0,47.0,277.59,1017.58,Dunn,2019-04-01 10:37:02,US,8.95,4.1
56.0,60.14,-45.24,1554114784.0,100.0,269.747,1084.27,Nanortalik,2019-04-01 10:33:04,GL,11.79,3.42
90.0,49.14,-55.34,1554114655.0,100.0,280.37,1060.07,Botwood,2019-04-01 10:30:55,CA,2.24,4.6
90.0,35.17,-103.73,1554114617.0,74.0,275.37,1040.27,Tucumcari,2019-04-01 10:30:17,US,11.41,2.6
0.0,37.16,122.42,1554115039.0,55.0,276.447,1018.67,Rongcheng,2019-04-01 10:37:19,CN,4.7,4.15
0.0,-23.7,133.88,1554112800.0,17.0,296.15,1019.83,Alice Springs,2019-04-01 10:00:00,AU,5.08,4.1
24.0,-3.5,104.19,1554115042.0,90.0,299.397,1059.06,Prabumulih,2019-04-01 10:37:22,ID,3.36,1.75
75.0,55.74,-97.86,1554112800.0,67.0,266.15,1046.07,Thompson,2019-04-01 10:00:00,CA,3.36,4.1
1.0,64.84,-147.72,1554114701.0,80.0,274.82,1050.06,Fairbanks,2019-04-01 10:31:41,US,8.01,3.1
1.0,46.98,-123.89,1554114815.0,75.0,286.48,1066.18,Hoquiam,2019-04-01 10:33:35,US,10.63,3.1
75.0,39.03,43.36,1554112200.0,75.0,280.37,1060.07,Ercis,2019-04-01 09:50:00,TR,8.05,3.6
20.0,6.12,81.12,1554113400.0,66.0,306.15,1076.27,Hambantota,2019-04-01 10:10:00,LK,16.11,4.6
20.0,9.11,18.35,1554112800.0,31.0,311.15,1013.27,Kibala,2019-04-01 10:00:00,TD,29.97,3.1
0.0,-4.85,21.56,1554115054.0,57.0,306.347,1013.27,Mweka,2019-04-01 10:37:34,CD,5.82,1.57
48.0,46.54,138.33,1554115055.0,100.0,271.397,1058.27,Svetlaya,2019-04-01 10:37:35,RU,4.7,2.4
32.0,13.72,123.58,1554115057.0,88.0,298.447,1066.72,Sabang,2019-04-01 10:37:37,PH,6.87,4.52
0.0,-20.73,139.49,1554112800.0,38.0,298.15,1066.27,Mount Isa,2019-04-01 10:00:00,AU,11.86,4.6
0.0,39.44,21.21,1554114837.0,32.0,294.82,1014.16,Theodoriana,2019-04-01 10:33:57,GR,4.52,0.62
0.0,13.47,22.2,1554115063.0,17.0,310.347,1058.27,Adre,2019-04-01 10:37:43,TD,6.93,2.35
80.0,50.56,-96.99,1554114935.0,82.0,271.48,1015.07,Husavik,2019-04-01 10:35:35,CA,16.11,3.52
90.0,64.73,177.51,1554114747.0,100.0,271.15,980.87,Anadyr,2019-04-01 10:32:27,RU,11.41,12.0
75.0,-45.58,-72.07,1554112800.0,62.0,284.15,1064.02,Coihaique,2019-04-01 10:00:00,CL,2.39,9.3
0.0,46.45,135.83,1554115069.0,61.0,266.497,1074.19,Vostok,2019-04-01 10:37:49,RU,7.43,1.8
0.0,14.24,75.65,1554115070.0,37.0,306.697,1035.07,Honnali,2019-04-01 10:37:50,IN,15.01,2.12
20.0,78.22,15.63,1554112200.0,65.0,260.15,1018.08,Longyearbyen,2019-04-01 09:50:00,NO,3.36,5.1
90.0,-31.43,152.91,1554114905.0,82.0,293.15,1054.08,Port Macquarie,2019-04-01 10:35:05,AU,8.05,3.1
20.0,69.22,-51.1,1554112200.0,60.0,261.15,1049.07,Ilulissat,2019-04-01 09:50:00,GL,7.76,11.3
64.0,66.42,112.4,1554115076.0,79.0,273.797,1066.45,Udachnyy,2019-04-01 10:37:56,RU,3.24,2.62
90.0,53.82,-101.24,1554112800.0,73.0,269.15,1015.96,The Pas,2019-04-01 10:00:00,CA,15.43,2.6
80.0,-2.64,-80.39,1554115079.0,85.0,297.047,1013.17,Playas,2019-04-01 10:37:59,EC,8.61,2.15
68.0,42.84,93.51,1554115081.0,40.0,290.997,1076.62,Hami,2019-04-01 10:38:01,CN,12.08,0.8
0.0,63.32,30.02,1554115084.0,52.0,274.547,1018.08,Lieksa,2019-04-01 10:38:04,FI,4.7,4.0
8.0,12.18,6.51,1554115085.0,19.0,311.597,1033.07,Auki,2019-04-01 10:38:05,NG,8.01,5.27
20.0,18.44,-78.17,1554112800.0,78.0,298.15,998.08,Lucea,2019-04-01 10:00:00,JM,14.99,1.0
0.0,60.37,28.62,1554110409.0,76.0,277.59,1049.07,Primorsk,2019-04-01 09:20:09,RU,4.52,5.81
90.0,35.72,52.07,1554114742.0,76.0,287.15,1062.58,Damavand,2019-04-01 10:32:22,IR,3.4,5.1
75.0,40.21,140.05,1554113400.0,80.0,275.15,1058.27,Noshiro,2019-04-01 10:10:00,JP,11.41,2.1
0.0,53.07,105.52,1554115094.0,40.0,275.797,1059.52,Bayanday,2019-04-01 10:38:14,RU,4.85,2.27
1.0,18.42,-64.62,1554114806.0,88.0,297.59,1067.08,Road Town,2019-04-01 10:33:26,VG,8.16,1.5
0.0,52.42,104.06,1554112800.0,42.0,282.15,1016.87,Meget,2019-04-01 10:00:00,RU,34.45,4.0
0.0,46.42,3.91,1554114712.0,47.0,290.37,1024.07,Saint-Francois,2019-04-01 10:31:52,FR,17.9,1.5
0.0,42.44,22.31,1554114994.0,25.0,292.59,1070.87,Dukat,2019-04-01 10:36:34,RS,9.17,3.58
0.0,-12.97,40.52,1554115102.0,100.0,301.547,1046.07,Pemba,2019-04-01 10:38:22,MZ,6.93,4.75
0.0,-22.95,14.51,1554112936.0,47.0,298.15,1040.89,Walvis Bay,2019-04-01 10:02:16,NA,9.1,3.6
88.0,13.81,8.99,1554112800.0,8.0,307.15,1013.27,Zinder,2019-04-01 10:00:00,NE,2.24,7.2
40.0,69.67,29.98,1554112200.0,79.0,272.15,1073.65,Bjornevatn,2019-04-01 09:50:00,NO,11.12,13.4
20.0,53.65,-115.58,1554112800.0,100.0,272.15,1033.15,Mackay,2019-04-01 10:00:00,CA,1.57,2.6
75.0,-5.2,-35.46,1554112800.0,100.0,297.15,1013.27,Touros,2019-04-01 10:00:00,BR,2.24,2.1
0.0,-27.83,25.91,1554115116.0,36.0,301.847,1063.3,Hoopstad,2019-04-01 10:38:36,ZA,5.41,3.07
75.0,34.92,32.53,1554114696.0,72.0,290.15,1060.24,Lasa,2019-04-01 10:31:36,CY,2.8,2.6
12.0,-3.54,118.97,1554115011.0,96.0,301.597,1068.34,Majene,2019-04-01 10:36:51,ID,10.29,5.3
36.0,41.26,125.37,1554115121.0,45.0,272.647,1066.0,Huanren,2019-04-01 10:38:41,CN,9.4,2.02
88.0,-32.55,115.7,1554114981.0,64.0,297.15,1070.14,Mandurah,2019-04-01 10:36:21,AU,1.5,3.1
0.0,66.5,25.72,1554114000.0,62.0,273.15,998.41,Rovaniemi,2019-04-01 10:20:00,FI,5.86,7.2
90.0,70.47,-68.59,1554112800.0,84.0,254.15,1073.65,Clyde River,2019-04-01 10:00:00,CA,4.59,5.1
8.0,-0.73,119.89,1554115127.0,84.0,300.347,1072.67,Liku,2019-04-01 10:38:47,ID,10.29,1.07
0.0,11.06,-12.4,1554115129.0,41.0,305.997,1064.65,Pita,2019-04-01 10:38:49,GN,3.36,3.32
20.0,-45.87,170.5,1554114818.0,56.0,284.26,1055.07,Dunedin,2019-04-01 10:33:38,NZ,6.93,6.71
1.0,34.99,-86.85,1554115131.0,77.0,274.82,1050.52,Ardmore,2019-04-01 10:38:51,US,20.58,1.5
40.0,-28.0,153.41,1554115118.0,56.0,294.82,1051.07,Gold Coast,2019-04-01 10:38:38,AU,20.8,3.6
20.0,-34.31,-57.35,1554114726.0,96.0,292.04,1021.63,Rosario,2019-04-01 10:32:06,UY,0.49,3.47
48.0,-7.57,24.18,1554115140.0,67.0,301.697,1009.67,Kaniama,2019-04-01 10:39:00,CD,2.24,1.45
88.0,60.47,166.1,1554115141.0,92.0,273.647,1020.07,Tilichiki,2019-04-01 10:39:01,RU,4.0,6.9
76.0,65.85,44.24,1554115143.0,68.0,272.097,1056.73,Mezen,2019-04-01 10:39:03,RU,12.08,3.85
0.0,18.9,-3.53,1554115144.0,26.0,307.347,1013.08,Araouane,2019-04-01 10:39:04,ML,20.85,5.4
12.0,50.4,39.64,1554115146.0,68.0,289.797,1052.87,Podgorenskiy,2019-04-01 10:39:06,RU,3.85,3.97
90.0,44.39,-68.2,1554115124.0,74.0,274.82,1053.04,Bar Harbor,2019-04-01 10:38:44,US,4.07,2.1
0.0,51.76,18.08,1554115144.0,27.0,283.15,1083.46,Kalisz,2019-04-01 10:39:04,PL,15.21,3.58
40.0,48.42,-71.95,1554115140.0,66.0,263.71,1039.99,Desbiens,2019-04-01 10:39:00,CA,0.6,6.7
90.0,68.36,-133.71,1554112800.0,79.0,267.15,1020.55,Inuvik,2019-04-01 10:00:00,CA,9.84,3.1
24.0,-18.42,-46.42,1554114617.0,100.0,292.04,1040.27,Presidente Olegario,2019-04-01 10:30:17,BR,9.17,2.02
20.0,-4.09,-63.14,1554115156.0,91.0,299.547,1062.94,Coari,2019-04-01 10:39:16,BR,7.87,1.52
75.0,-16.99,145.42,1554114954.0,94.0,297.15,1074.47,Mareeba,2019-04-01 10:35:54,AU,14.99,5.1
88.0,-20.34,164.44,1554115159.0,95.0,297.847,996.97,Ouegoa,2019-04-01 10:39:19,NC,2.06,2.17
88.0,-10.46,161.92,1554115161.0,100.0,302.047,1002.47,Kirakira,2019-04-01 10:39:21,SB,11.41,3.65
75.0,70.66,23.68,1554112200.0,80.0,274.15,995.35,Hammerfest,2019-04-01 09:50:00,NO,1.5,15.4
0.0,56.17,91.82,1554112800.0,44.0,278.15,1067.17,Kedrovyy,2019-04-01 10:00:00,RU,8.28,8.0
20.0,-0.72,8.78,1554112800.0,74.0,304.15,1069.07,Port-Gentil,2019-04-01 10:00:00,GA,5.82,4.1
90.0,37.57,14.28,1554114918.0,44.0,290.37,1043.05,Enna,2019-04-01 10:35:18,IT,5.03,3.1
88.0,-26.3,29.99,1554115170.0,48.0,296.747,1072.67,Breyten,2019-04-01 10:39:30,ZA,4.7,5.2
0.0,35.63,111.36,1554115171.0,25.0,287.497,1013.27,Houma,2019-04-01 10:39:31,CN,12.75,4.07
0.0,62.87,51.9,1554115173.0,71.0,273.947,1072.67,Sindor,2019-04-01 10:39:33,RU,9.17,4.15
44.0,65.08,-22.73,1554115174.0,100.0,273.547,1036.08,Stykkisholmur,2019-04-01 10:39:34,IS,9.17,3.3
40.0,43.36,132.19,1554112800.0,74.0,272.15,1043.08,Artyom,2019-04-01 10:00:00,RU,5.82,1.0
0.0,15.16,33.13,1554115178.0,20.0,305.697,,Wad Rawah,2019-04-01 10:39:38,SD,,4.97
36.0,30.78,78.62,1554115179.0,77.0,283.197,,Lata,2019-04-01 10:39:39,IN,,0.7
0.0,48.35,135.23,1554112800.0,36.0,272.15,,Nekrasovka,2019-04-01 10:00:00,RU,,1.0
76.0,-0.9,-89.6,1554115182.0,94.0,299.947,,Puerto Baquerizo Moreno,2019-04-01 10:39:42,EC,,2.42
1.0,58.3,-134.42,1554112560.0,74.0,274.15,,Juneau,2019-04-01 09:56:00,US,,0.92
36.0,-6.64,-51.99,1554114959.0,93.0,298.247,,Sao Felix do Xingu,2019-04-01 10:35:59,BR,,1.25
0.0,26.59,12.77,1554115189.0,26.0,302.747,,Awbari,2019-04-01 10:39:49,LY,,4.6
32.0,-5.11,105.31,1554115191.0,81.0,301.447,,Metro,2019-04-01 10:39:51,ID,,4.2
36.0,11.67,76.63,1554115192.0,30.0,303.747,,Bandipur,2019-04-01 10:39:52,IN,,0.67
0.0,45.34,-80.04,1554115194.0,68.0,263.897,,Parry Sound,2019-04-01 10:39:54,CA,,2.62
0.0,4.44,14.36,1554115195.0,77.0,305.697,,Batouri,2019-04-01 10:39:55,CM,,2.05
92.0,-12.79,45.27,1554112800.0,70.0,305.15,,Dzaoudzi,2019-04-01 10:00:00,YT,,4.6
8.0,-9.54,16.35,1554115198.0,78.0,300.697,,Malanje,2019-04-01 10:39:58,AO,,1.5
48.0,-2.02,147.27,1554115200.0,96.0,301.747,,Lorengau,2019-04-01 10:40:00,PG,,4.52
0.0,45.18,8.4,1554115151.0,24.0,295.37,,Vila,2019-04-01 10:39:11,IT,,3.1
0.0,39.6,-110.81,1554114908.0,63.0,273.15,,Price,2019-04-01 10:35:08,US,,1.15
0.0,-26.65,15.16,1554115102.0,78.0,292.847,,Luderitz,2019-04-01 10:38:22,NA,,9.2
20.0,20.93,-17.03,1554112800.0,64.0,293.15,,Nouadhibou,2019-04-01 10:00:00,MR,,9.3
0.0,27.38,87.21,1554115207.0,76.0,276.797,,Khandbari,2019-04-01 10:40:07,NP,,0.22
5.0,60.72,-135.06,1554114723.0,79.0,270.15,,Whitehorse,2019-04-01 10:32:03,CA,,1.0
68.0,37.17,-99.65,1554114626.0,82.0,275.93,,Sitka,2019-04-01 10:30:26,US,,1.79
48.0,-23.49,-58.8,1554115212.0,97.0,296.297,,Pozo Colorado,2019-04-01 10:40:12,PY,,5.4
44.0,67.68,53.15,1554115215.0,90.0,272.047,,Iskateley,2019-04-01 10:40:15,RU,,9.32
75.0,-28.95,153.24,1554115197.0,82.0,294.15,,Codrington,2019-04-01 10:39:57,AU,,1.72
20.0,25.38,97.4,1554115218.0,81.0,294.247,,Myitkyina,2019-04-01 10:40:18,MM,,1.82
56.0,13.0,8.91,1554115219.0,15.0,311.147,,Magaria,2019-04-01 10:40:19,NE,,6.8
56.0,-6.48,16.82,1554115221.0,78.0,299.947,,Kasongo-Lunda,2019-04-01 10:40:21,CD,,1.72
8.0,27.52,-110.01,1554115223.0,67.0,286.997,,Laguna,2019-04-01 10:40:23,MX,,0.27
80.0,61.28,108.01,1554115034.0,78.0,276.197,,Yerbogachen,2019-04-01 10:37:14,RU,,4.4
75.0,37.5,61.97,1554112800.0,61.0,287.15,,Murgab,2019-04-01 10:00:00,TM,,4.1
88.0,-0.87,134.08,1554115227.0,100.0,299.747,,Manokwari,2019-04-01 10:40:27,ID,,3.52
20.0,-3.22,40.12,1554109200.0,59.0,306.15,,Malindi,2019-04-01 09:00:00,KE,,6.7
0.0,60.75,-137.51,1554115230.0,66.0,263.097,,Haines Junction,2019-04-01 10:40:30,CA,,0.92
40.0,64.17,-51.74,1554112200.0,57.0,266.15,,Nuuk,2019-04-01 09:50:00,GL,,5.1
0.0,32.25,77.19,1554115233.0,81.0,262.197,,Manali,2019-04-01 10:40:33,IN,,0.67
0.0,-34.72,135.86,1554115234.0,97.0,289.047,,Port Lincoln,2019-04-01 10:40:34,AU,,3.97
88.0,-2.57,150.8,1554115236.0,99.0,302.097,,Kavieng,2019-04-01 10:40:36,PG,,3.7
